locus,allele_id,comments
23S_rRNA,199,
23S_rRNA,200,
23S_rRNA,201,
23S_rRNA,202,
23S_rRNA,203,
23S_rRNA,204,
23S_rRNA,205,
23S_rRNA,206,
23S_rRNA,207,
23S_rRNA,208,
23S_rRNA,209,
23S_rRNA,210,
23S_rRNA,211,
23S_rRNA,212,
23S_rRNA,213,
23S_rRNA,214,
23S_rRNA,215,
23S_rRNA,216,
23S_rRNA,217,
23S_rRNA,218,
23S_rRNA,219,
23S_rRNA,220,
23S_rRNA,221,
23S_rRNA,222,
23S_rRNA,223,
23S_rRNA,224,
23S_rRNA,225,
23S_rRNA,226,
23S_rRNA,227,
23S_rRNA,228,
23S_rRNA,229,
23S_rRNA,230,
23S_rRNA,232,
23S_rRNA,233,
23S_rRNA,235,
23S_rRNA,236,
23S_rRNA,237,
23S_rRNA,238,
23S_rRNA,239,
23S_rRNA,240,
23S_rRNA,241,
23S_rRNA,242,
23S_rRNA,243,
23S_rRNA,244,
23S_rRNA,245,
23S_rRNA,246,
23S_rRNA,247,
23S_rRNA,248,
23S_rRNA,249,
23S_rRNA,250,
23S_rRNA,251,
23S_rRNA,252,
23S_rRNA,253,
23S_rRNA,254,
23S_rRNA,255,
23S_rRNA,256,
23S_rRNA,257,
23S_rRNA,258,
23S_rRNA,259,
23S_rRNA,260,
23S_rRNA,261,
23S_rRNA,262,
23S_rRNA,263,
23S_rRNA,264,
23S_rRNA,265,
23S_rRNA,266,
23S_rRNA,267,
23S_rRNA,268,
23S_rRNA,269,
23S_rRNA,270,
23S_rRNA,271,
23S_rRNA,272,
23S_rRNA,273,
23S_rRNA,274,
23S_rRNA,275,
23S_rRNA,276,
23S_rRNA,277,
23S_rRNA,278,
23S_rRNA,279,
23S_rRNA,280,
23S_rRNA,281,
23S_rRNA,282,
23S_rRNA,283,
23S_rRNA,284,
23S_rRNA,285,
23S_rRNA,286,
23S_rRNA,287,
23S_rRNA,288,
23S_rRNA,289,
23S_rRNA,290,
23S_rRNA,291,
23S_rRNA,292,
23S_rRNA,293,
23S_rRNA,294,
23S_rRNA,295,
23S_rRNA,296,
23S_rRNA,297,
23S_rRNA,298,
23S_rRNA,299,
23S_rRNA,300,
23S_rRNA,301,
23S_rRNA,302,
23S_rRNA,303,
23S_rRNA,304,
23S_rRNA,305,
23S_rRNA,306,
23S_rRNA,307,
23S_rRNA,308,
23S_rRNA,309,
23S_rRNA,310,
23S_rRNA,311,
23S_rRNA,312,
23S_rRNA,313,
23S_rRNA,314,
23S_rRNA,315,
23S_rRNA,316,
23S_rRNA,317,
23S_rRNA,318,
23S_rRNA,319,
23S_rRNA,320,
23S_rRNA,321,
23S_rRNA,322,
23S_rRNA,323,
23S_rRNA,324,
23S_rRNA,325,
23S_rRNA,326,
23S_rRNA,327,
23S_rRNA,328,
23S_rRNA,329,
23S_rRNA,330,
23S_rRNA,331,
23S_rRNA,332,
23S_rRNA,333,
23S_rRNA,334,
23S_rRNA,335,
23S_rRNA,336,
23S_rRNA,337,
23S_rRNA,338,
23S_rRNA,339,
23S_rRNA,340,
23S_rRNA,341,
23S_rRNA,342,
23S_rRNA,343,
23S_rRNA,344,
23S_rRNA,345,
23S_rRNA,346,
23S_rRNA,347,
23S_rRNA,348,
23S_rRNA,349,
23S_rRNA,350,
23S_rRNA,351,
23S_rRNA,352,
23S_rRNA,353,
23S_rRNA,354,
23S_rRNA,355,
23S_rRNA,356,
23S_rRNA,357,
23S_rRNA,358,
23S_rRNA,359,
23S_rRNA,360,
23S_rRNA,361,
23S_rRNA,362,
23S_rRNA,363,
23S_rRNA,364,
23S_rRNA,365,
23S_rRNA,366,
23S_rRNA,367,
23S_rRNA,368,
23S_rRNA,369,
23S_rRNA,370,
23S_rRNA,371,
23S_rRNA,372,
23S_rRNA,373,
23S_rRNA,374,
23S_rRNA,375,
23S_rRNA,376,
23S_rRNA,377,
23S_rRNA,378,
23S_rRNA,379,
23S_rRNA,380,
23S_rRNA,381,
23S_rRNA,382,
23S_rRNA,383,
23S_rRNA,384,
23S_rRNA,385,
23S_rRNA,386,
23S_rRNA,388,
23S_rRNA,389,
23S_rRNA,390,
23S_rRNA,391,
23S_rRNA,392,
23S_rRNA,393,
23S_rRNA,394,
23S_rRNA,395,
23S_rRNA,396,
23S_rRNA,397,
23S_rRNA,398,
23S_rRNA,399,
23S_rRNA,400,
23S_rRNA,401,
23S_rRNA,402,
23S_rRNA,403,
23S_rRNA,404,
23S_rRNA,405,
23S_rRNA,406,
23S_rRNA,407,
23S_rRNA,408,
23S_rRNA,409,
23S_rRNA,410,
23S_rRNA,411,
23S_rRNA,412,
23S_rRNA,413,
23S_rRNA,414,
23S_rRNA,415,
23S_rRNA,416,
23S_rRNA,417,
23S_rRNA,418,
23S_rRNA,419,
23S_rRNA,420,
23S_rRNA,421,
23S_rRNA,422,
23S_rRNA,423,
23S_rRNA,424,
23S_rRNA,425,
23S_rRNA,426,
23S_rRNA,427,
23S_rRNA,428,
23S_rRNA,429,
23S_rRNA,433,
23S_rRNA,434,
23S_rRNA,437,
23S_rRNA,438,
23S_rRNA,440,
23S_rRNA,441,
23S_rRNA,442,
23S_rRNA,443,
23S_rRNA,444,
23S_rRNA,445,
23S_rRNA,446,
23S_rRNA,447,
23S_rRNA,448,
23S_rRNA,449,
23S_rRNA,450,
23S_rRNA,451,
23S_rRNA,452,
23S_rRNA,453,
23S_rRNA,454,
23S_rRNA,455,
23S_rRNA,458,
23S_rRNA,459,
23S_rRNA,460,
23S_rRNA,461,
23S_rRNA,462,
23S_rRNA,463,
23S_rRNA,464,
23S_rRNA,467,
23S_rRNA,468,
23S_rRNA,469,
23S_rRNA,470,
23S_rRNA,471,
23S_rRNA,472,
23S_rRNA,474,
23S_rRNA,475,
23S_rRNA,476,
23S_rRNA,478,
23S_rRNA,479,
23S_rRNA,480,
23S_rRNA,481,
23S_rRNA,482,
23S_rRNA,483,
23S_rRNA,484,
23S_rRNA,485,
23S_rRNA,486,
23S_rRNA,487,
23S_rRNA,488,
23S_rRNA,490,
23S_rRNA,491,
23S_rRNA,492,
23S_rRNA,493,
23S_rRNA,494,
23S_rRNA,495,
23S_rRNA,496,
23S_rRNA,497,
23S_rRNA,498,
23S_rRNA,499,
23S_rRNA,500,
23S_rRNA,501,
23S_rRNA,502,
23S_rRNA,503,
23S_rRNA,504,
23S_rRNA,506,
23S_rRNA,507,
23S_rRNA,508,
23S_rRNA,509,
23S_rRNA,510,
23S_rRNA,511,
23S_rRNA,512,
23S_rRNA,513,
23S_rRNA,514,
23S_rRNA,515,
23S_rRNA,516,
23S_rRNA,517,
23S_rRNA,518,
23S_rRNA,519,
23S_rRNA,520,
23S_rRNA,522,
23S_rRNA,534,
23S_rRNA,535,
23S_rRNA,536,
23S_rRNA,537,
23S_rRNA,538,
23S_rRNA,539,
23S_rRNA,540,
23S_rRNA,541,
23S_rRNA,542,
23S_rRNA,543,
23S_rRNA,544,
23S_rRNA,545,
23S_rRNA,546,
23S_rRNA,547,
23S_rRNA,548,
23S_rRNA,549,
23S_rRNA,550,
23S_rRNA,551,
23S_rRNA,552,
23S_rRNA,553,
23S_rRNA,554,
23S_rRNA,555,
23S_rRNA,556,
23S_rRNA,557,
23S_rRNA,558,
23S_rRNA,559,
23S_rRNA,560,
23S_rRNA,561,
23S_rRNA,562,
23S_rRNA,563,
23S_rRNA,564,
23S_rRNA,565,
23S_rRNA,566,
23S_rRNA,567,
23S_rRNA,568,
23S_rRNA,569,
23S_rRNA,570,
23S_rRNA,571,
23S_rRNA,572,
23S_rRNA,573,
23S_rRNA,574,
23S_rRNA,575,
23S_rRNA,576,
23S_rRNA,577,
23S_rRNA,578,
23S_rRNA,579,
23S_rRNA,580,
23S_rRNA,581,
23S_rRNA,582,
23S_rRNA,583,
23S_rRNA,584,
23S_rRNA,585,
23S_rRNA,586,
23S_rRNA,587,
23S_rRNA,588,
23S_rRNA,589,
23S_rRNA,590,
23S_rRNA,591,
23S_rRNA,592,
23S_rRNA,593,
23S_rRNA,594,
23S_rRNA,595,
23S_rRNA,596,
23S_rRNA,597,
23S_rRNA,598,
23S_rRNA,599,
23S_rRNA,600,
23S_rRNA,601,
23S_rRNA,602,
23S_rRNA,603,
23S_rRNA,604,
23S_rRNA,605,
23S_rRNA,606,
23S_rRNA,607,
23S_rRNA,608,
23S_rRNA,609,
23S_rRNA,610,
23S_rRNA,611,
23S_rRNA,612,
23S_rRNA,613,
23S_rRNA,614,
23S_rRNA,615,
23S_rRNA,616,
23S_rRNA,617,
23S_rRNA,618,
23S_rRNA,619,
23S_rRNA,620,
23S_rRNA,621,
23S_rRNA,622,
23S_rRNA,623,
23S_rRNA,624,
23S_rRNA,625,
23S_rRNA,626,
23S_rRNA,627,
23S_rRNA,628,
23S_rRNA,629,
23S_rRNA,630,
23S_rRNA,631,
23S_rRNA,632,
23S_rRNA,633,
23S_rRNA,634,
23S_rRNA,635,
23S_rRNA,636,
23S_rRNA,637,
23S_rRNA,638,
23S_rRNA,639,
23S_rRNA,640,
23S_rRNA,641,
23S_rRNA,642,
23S_rRNA,643,
23S_rRNA,644,
23S_rRNA,645,
23S_rRNA,646,
23S_rRNA,647,
23S_rRNA,648,
23S_rRNA,649,
23S_rRNA,650,
23S_rRNA,651,
23S_rRNA,652,
23S_rRNA,653,
23S_rRNA,654,
23S_rRNA,655,
23S_rRNA,656,
23S_rRNA,657,
23S_rRNA,658,
23S_rRNA,659,
23S_rRNA,660,
23S_rRNA,661,
23S_rRNA,662,
23S_rRNA,663,
23S_rRNA,664,
23S_rRNA,665,
23S_rRNA,666,
23S_rRNA,667,
23S_rRNA,668,
23S_rRNA,669,
23S_rRNA,670,
23S_rRNA,671,
23S_rRNA,672,
23S_rRNA,673,
23S_rRNA,674,
23S_rRNA,675,
23S_rRNA,676,
23S_rRNA,677,
23S_rRNA,678,
23S_rRNA,679,
23S_rRNA,680,
23S_rRNA,681,
23S_rRNA,682,
23S_rRNA,683,
23S_rRNA,684,
23S_rRNA,685,
23S_rRNA,686,
23S_rRNA,687,
23S_rRNA,688,
23S_rRNA,689,
23S_rRNA,690,
23S_rRNA,691,
23S_rRNA,692,
23S_rRNA,693,
23S_rRNA,694,
23S_rRNA,695,
23S_rRNA,696,
23S_rRNA,697,
23S_rRNA,698,
23S_rRNA,699,
23S_rRNA,700,
23S_rRNA,701,
23S_rRNA,702,
23S_rRNA,703,
23S_rRNA,704,
23S_rRNA,705,
23S_rRNA,706,
23S_rRNA,707,
23S_rRNA,708,
23S_rRNA,709,
23S_rRNA,710,
23S_rRNA,711,
23S_rRNA,712,
23S_rRNA,713,
23S_rRNA,714,
23S_rRNA,715,
23S_rRNA,716,
23S_rRNA,717,
23S_rRNA,718,
23S_rRNA,719,
23S_rRNA,720,
23S_rRNA,721,
23S_rRNA,722,
23S_rRNA,723,
23S_rRNA,724,
23S_rRNA,725,
23S_rRNA,726,
23S_rRNA,727,
23S_rRNA,728,
23S_rRNA,729,
23S_rRNA,730,
23S_rRNA,731,
23S_rRNA,732,
23S_rRNA,733,
23S_rRNA,734,
23S_rRNA,735,
23S_rRNA,736,
23S_rRNA,737,
23S_rRNA,738,
23S_rRNA,739,
23S_rRNA,740,
23S_rRNA,741,
23S_rRNA,742,
23S_rRNA,743,
23S_rRNA,744,
23S_rRNA,745,
23S_rRNA,746,
23S_rRNA,747,
23S_rRNA,748,
23S_rRNA,749,
23S_rRNA,750,
23S_rRNA,751,
23S_rRNA,752,
23S_rRNA,753,
23S_rRNA,754,
23S_rRNA,755,
23S_rRNA,756,
23S_rRNA,757,
23S_rRNA,758,
23S_rRNA,759,
23S_rRNA,760,
23S_rRNA,761,
23S_rRNA,762,
23S_rRNA,763,
23S_rRNA,764,
23S_rRNA,765,
23S_rRNA,766,
23S_rRNA,767,
23S_rRNA,768,
23S_rRNA,769,
23S_rRNA,770,
23S_rRNA,771,
23S_rRNA,772,
23S_rRNA,773,
23S_rRNA,774,
23S_rRNA,775,
23S_rRNA,776,
23S_rRNA,777,
23S_rRNA,778,
23S_rRNA,779,
23S_rRNA,780,
23S_rRNA,781,
23S_rRNA,782,
23S_rRNA,783,
23S_rRNA,784,
23S_rRNA,785,
23S_rRNA,786,
23S_rRNA,787,
23S_rRNA,788,
23S_rRNA,789,
23S_rRNA,790,
23S_rRNA,791,
23S_rRNA,792,
23S_rRNA,793,
23S_rRNA,794,
23S_rRNA,795,
23S_rRNA,796,
23S_rRNA,797,
23S_rRNA,798,
23S_rRNA,799,
23S_rRNA,800,
23S_rRNA,801,
23S_rRNA,802,
23S_rRNA,803,
23S_rRNA,804,
23S_rRNA,805,
23S_rRNA,806,
23S_rRNA,807,
23S_rRNA,808,
23S_rRNA,809,
23S_rRNA,810,
23S_rRNA,811,
23S_rRNA,812,
23S_rRNA,813,
23S_rRNA,814,
23S_rRNA,815,
23S_rRNA,816,
23S_rRNA,817,
23S_rRNA,818,
23S_rRNA,819,
23S_rRNA,820,
23S_rRNA,821,
23S_rRNA,822,
23S_rRNA,823,
23S_rRNA,824,
23S_rRNA,825,
23S_rRNA,826,
23S_rRNA,827,
23S_rRNA,828,
23S_rRNA,829,
23S_rRNA,830,
23S_rRNA,831,
23S_rRNA,832,
23S_rRNA,833,
23S_rRNA,834,
23S_rRNA,835,
23S_rRNA,836,
23S_rRNA,837,
23S_rRNA,838,
23S_rRNA,839,
23S_rRNA,840,
23S_rRNA,841,
23S_rRNA,842,
23S_rRNA,843,
23S_rRNA,844,
23S_rRNA,845,
23S_rRNA,846,
23S_rRNA,847,
23S_rRNA,848,
23S_rRNA,849,
23S_rRNA,850,
23S_rRNA,851,
23S_rRNA,852,
23S_rRNA,853,
23S_rRNA,854,
23S_rRNA,855,
23S_rRNA,856,
23S_rRNA,857,
23S_rRNA,858,
23S_rRNA,859,
23S_rRNA,860,
23S_rRNA,861,
23S_rRNA,862,
23S_rRNA,863,
23S_rRNA,864,
23S_rRNA,865,
23S_rRNA,866,
23S_rRNA,867,
23S_rRNA,868,
23S_rRNA,869,
23S_rRNA,870,
23S_rRNA,871,
23S_rRNA,872,
23S_rRNA,873,
23S_rRNA,874,
23S_rRNA,875,
23S_rRNA,876,
23S_rRNA,877,
23S_rRNA,878,
23S_rRNA,879,
23S_rRNA,880,
23S_rRNA,881,
23S_rRNA,882,
23S_rRNA,883,
23S_rRNA,884,
23S_rRNA,885,
23S_rRNA,886,
23S_rRNA,887,
23S_rRNA,888,
23S_rRNA,889,
23S_rRNA,890,
23S_rRNA,891,
23S_rRNA,892,
23S_rRNA,893,
23S_rRNA,894,
23S_rRNA,895,
23S_rRNA,896,
23S_rRNA,897,
23S_rRNA,898,
23S_rRNA,899,
23S_rRNA,900,
23S_rRNA,901,
23S_rRNA,902,
23S_rRNA,903,
23S_rRNA,904,
23S_rRNA,905,
23S_rRNA,906,
23S_rRNA,907,
23S_rRNA,908,
23S_rRNA,909,
23S_rRNA,910,
23S_rRNA,911,
23S_rRNA,912,
23S_rRNA,913,
23S_rRNA,914,
23S_rRNA,915,
23S_rRNA,916,
23S_rRNA,917,
23S_rRNA,918,
23S_rRNA,919,
23S_rRNA,920,
23S_rRNA,921,
23S_rRNA,922,
23S_rRNA,923,
23S_rRNA,924,
23S_rRNA,925,
23S_rRNA,926,
23S_rRNA,927,
23S_rRNA,928,
23S_rRNA,929,
23S_rRNA,930,
23S_rRNA,931,
23S_rRNA,932,
23S_rRNA,933,
23S_rRNA,934,
23S_rRNA,935,
23S_rRNA,936,
23S_rRNA,937,
23S_rRNA,938,
23S_rRNA,939,
23S_rRNA,940,
23S_rRNA,941,
23S_rRNA,942,
23S_rRNA,943,
23S_rRNA,944,
23S_rRNA,945,
23S_rRNA,946,
23S_rRNA,947,
23S_rRNA,948,
23S_rRNA,949,
23S_rRNA,950,
23S_rRNA,951,
23S_rRNA,952,
23S_rRNA,953,
23S_rRNA,954,
23S_rRNA,955,
23S_rRNA,956,
23S_rRNA,957,
23S_rRNA,958,
23S_rRNA,959,
23S_rRNA,960,
23S_rRNA,961,
23S_rRNA,962,
23S_rRNA,963,
23S_rRNA,964,
23S_rRNA,965,
23S_rRNA,966,
23S_rRNA,967,
23S_rRNA,968,
23S_rRNA,969,
23S_rRNA,970,
23S_rRNA,971,
23S_rRNA,972,
23S_rRNA,973,
23S_rRNA,974,
23S_rRNA,975,
23S_rRNA,976,
23S_rRNA,977,
23S_rRNA,978,
23S_rRNA,979,
23S_rRNA,980,
23S_rRNA,981,
23S_rRNA,982,
23S_rRNA,983,
23S_rRNA,984,
23S_rRNA,985,
23S_rRNA,986,
23S_rRNA,987,
23S_rRNA,988,
23S_rRNA,989,
23S_rRNA,990,
23S_rRNA,991,
23S_rRNA,992,
23S_rRNA,993,
23S_rRNA,994,
23S_rRNA,995,
23S_rRNA,996,
23S_rRNA,997,
23S_rRNA,998,
23S_rRNA,999,
23S_rRNA,1000,
23S_rRNA,1001,
23S_rRNA,1002,
23S_rRNA,1003,
23S_rRNA,1004,
23S_rRNA,1005,
23S_rRNA,1006,
23S_rRNA,1007,
23S_rRNA,1008,
23S_rRNA,1009,
23S_rRNA,1010,
23S_rRNA,1011,
23S_rRNA,1012,
23S_rRNA,1013,
23S_rRNA,1014,
23S_rRNA,1015,
23S_rRNA,1016,
23S_rRNA,1017,
23S_rRNA,1018,
23S_rRNA,1019,
23S_rRNA,1020,
23S_rRNA,1021,
23S_rRNA,1022,
23S_rRNA,1023,
23S_rRNA,1024,
23S_rRNA,1025,
23S_rRNA,1026,
23S_rRNA,1027,
23S_rRNA,1028,
23S_rRNA,1029,
23S_rRNA,1030,
23S_rRNA,1031,
23S_rRNA,1032,
23S_rRNA,1033,
23S_rRNA,1034,
23S_rRNA,1035,
23S_rRNA,1036,
23S_rRNA,1037,
23S_rRNA,1038,
23S_rRNA,1039,
23S_rRNA,1040,
23S_rRNA,1041,
23S_rRNA,1042,
23S_rRNA,1043,
23S_rRNA,1044,
23S_rRNA,1045,
23S_rRNA,1046,
23S_rRNA,1047,
23S_rRNA,1048,
23S_rRNA,1049,
23S_rRNA,1050,
23S_rRNA,1051,
23S_rRNA,1052,
23S_rRNA,1053,
23S_rRNA,1054,
23S_rRNA,1055,
23S_rRNA,1056,
23S_rRNA,1057,
23S_rRNA,1058,
23S_rRNA,1059,
23S_rRNA,1060,
23S_rRNA,1061,
23S_rRNA,1062,
23S_rRNA,1063,
23S_rRNA,1064,
23S_rRNA,1065,
23S_rRNA,1066,
23S_rRNA,1067,
23S_rRNA,1068,
23S_rRNA,1069,
23S_rRNA,1070,
23S_rRNA,1071,
23S_rRNA,1072,
23S_rRNA,1073,
23S_rRNA,1074,
23S_rRNA,1075,
23S_rRNA,1076,
23S_rRNA,1077,
23S_rRNA,1078,
23S_rRNA,1079,
23S_rRNA,1080,
23S_rRNA,1081,
23S_rRNA,1082,
23S_rRNA,1083,
23S_rRNA,1084,
23S_rRNA,1085,
23S_rRNA,1086,
23S_rRNA,1087,
23S_rRNA,1088,
23S_rRNA,1089,
23S_rRNA,1090,
23S_rRNA,1091,
23S_rRNA,1092,
23S_rRNA,1093,
23S_rRNA,1094,
23S_rRNA,1095,
23S_rRNA,1096,
23S_rRNA,1097,
23S_rRNA,1098,
23S_rRNA,1099,
23S_rRNA,1100,
23S_rRNA,1101,
23S_rRNA,1102,
23S_rRNA,1103,
23S_rRNA,1104,
23S_rRNA,1105,
23S_rRNA,1106,
