NEIS1635,species,label
2659,#0432FF,N.meningitidis
849,#0432FF,N.meningitidis
2150,#0432FF,N.meningitidis
69,#0432FF,N.meningitidis
2545,#0432FF,N.meningitidis
2647,#0432FF,N.meningitidis
894,#0432FF,N.meningitidis
2192,#0432FF,N.meningitidis
2535,#0432FF,N.meningitidis
1218,#0432FF,N.meningitidis
1230,#0432FF,N.meningitidis
2585,#0432FF,N.meningitidis
1959,#0432FF,N.meningitidis
2184,#0432FF,N.meningitidis
211,#0432FF,N.meningitidis
1222,#0432FF,N.meningitidis
1219,#0432FF,N.meningitidis
1224,#0432FF,N.meningitidis
2696,#0432FF,N.meningitidis
2153,#0432FF,N.meningitidis
1226,#0432FF,N.meningitidis
540,#0432FF,N.meningitidis
2691,#0432FF,N.meningitidis
2552,#0432FF,N.meningitidis
2806,#0432FF,N.meningitidis
1217,#0432FF,N.meningitidis
2161,#0432FF,N.meningitidis
2361,#0432FF,N.meningitidis
627,#0432FF,N.meningitidis
1025,#0432FF,N.meningitidis
999,#0432FF,N.meningitidis
2348,#0432FF,N.meningitidis
2377,#0432FF,N.meningitidis
2362,#0432FF,N.meningitidis
2064,#0432FF,N.meningitidis
1076,#0432FF,N.meningitidis
202,#0432FF,N.meningitidis
24,#0432FF,N.meningitidis
2342,#0432FF,N.meningitidis
147,#0432FF,N.meningitidis
2611,#0432FF,N.meningitidis
2758,#0432FF,N.meningitidis
2690,#0432FF,N.meningitidis
615,#0432FF,N.meningitidis
2412,#0432FF,N.meningitidis
2767,#0432FF,N.meningitidis
2363,#0432FF,N.meningitidis
2068,#0432FF,N.meningitidis
1041,#0432FF,N.meningitidis
57,#0432FF,N.meningitidis
2340,#0432FF,N.meningitidis
2449,#0432FF,N.meningitidis
2182,#0432FF,N.meningitidis
2725,#0432FF,N.meningitidis
2052,#0432FF,N.meningitidis
1014,#0432FF,N.meningitidis
1958,#0432FF,N.meningitidis
2685,#0432FF,N.meningitidis
474,#0432FF,N.meningitidis
1946,#0432FF,N.meningitidis
60,#0432FF,N.meningitidis
753,#0432FF,N.meningitidis
2514,#0432FF,N.meningitidis
145,#0432FF,N.meningitidis
1043,#0432FF,N.meningitidis
2723,#0432FF,N.meningitidis
2479,#0432FF,N.meningitidis
480,#0432FF,N.meningitidis
2343,#0432FF,N.meningitidis
2693,#0432FF,N.meningitidis
1035,#0432FF,N.meningitidis
1002,#0432FF,N.meningitidis
2091,#0432FF,N.meningitidis
324,#0432FF,N.meningitidis
2486,#0432FF,N.meningitidis
284,#0432FF,N.meningitidis
1032,#0432FF,N.meningitidis
1034,#0432FF,N.meningitidis
2724,#0432FF,N.meningitidis
2472,#0432FF,N.meningitidis
468,#0432FF,N.meningitidis
1047,#0432FF,N.meningitidis
2568,#0432FF,N.meningitidis
2160,#0432FF,N.meningitidis
151,#0432FF,N.meningitidis
2456,#0432FF,N.meningitidis
2566,#0432FF,N.meningitidis
2177,#0432FF,N.meningitidis
2011,#0432FF,N.meningitidis
2442,#0432FF,N.meningitidis
8,#00FA00,Multiple
1049,#0432FF,N.meningitidis
2069,#0432FF,N.meningitidis
21,#0432FF,N.meningitidis
382,#0432FF,N.meningitidis
1961,#0432FF,N.meningitidis
1029,#FF2600,N.gonorrhoeae
2360,#0432FF,N.meningitidis
2345,#0432FF,N.meningitidis
2172,#0432FF,N.meningitidis
144,#0432FF,N.meningitidis
1087,#0432FF,N.meningitidis
2466,#0432FF,N.meningitidis
2616,#0432FF,N.meningitidis
2819,#0432FF,N.meningitidis
525,#0432FF,N.meningitidis
1083,#0432FF,N.meningitidis
1231,#0432FF,N.meningitidis
995,#0432FF,N.meningitidis
2366,#0432FF,N.meningitidis
2525,#0432FF,N.meningitidis
2515,#0432FF,N.meningitidis
406,#0432FF,N.meningitidis
2511,#0432FF,N.meningitidis
466,#0432FF,N.meningitidis
1925,#0432FF,N.meningitidis
200,#0432FF,N.meningitidis
2718,#0432FF,N.meningitidis
136,#0432FF,N.meningitidis
1021,#0432FF,N.meningitidis
2713,#0432FF,N.meningitidis
2447,#0432FF,N.meningitidis
2222,#0432FF,N.meningitidis
1037,#0432FF,N.meningitidis
1986,#0432FF,N.meningitidis
993,#0432FF,N.meningitidis
1546,#0432FF,N.meningitidis
2221,#0432FF,N.meningitidis
2676,#0432FF,N.meningitidis
2684,#0432FF,N.meningitidis
2101,#0432FF,N.meningitidis
2055,#0432FF,N.meningitidis
795,#0432FF,N.meningitidis
790,#0432FF,N.meningitidis
23,#0432FF,N.meningitidis
1975,#0432FF,N.meningitidis
312,#0432FF,N.meningitidis
992,#0432FF,N.meningitidis
260,#0432FF,N.meningitidis
1373,#0432FF,N.meningitidis
1950,#0432FF,N.meningitidis
166,#0432FF,N.meningitidis
801,#0432FF,N.meningitidis
791,#0432FF,N.meningitidis
797,#0432FF,N.meningitidis
986,#0432FF,N.meningitidis
1137,#0432FF,N.meningitidis
990,#0432FF,N.meningitidis
1216,#0432FF,N.meningitidis
1215,#0432FF,N.meningitidis
1972,#0432FF,N.meningitidis
1112,#0432FF,N.meningitidis
2845,#0432FF,N.meningitidis
1119,#0432FF,N.meningitidis
991,#0432FF,N.meningitidis
2003,#0432FF,N.meningitidis
989,#0432FF,N.meningitidis
2122,#0432FF,N.meningitidis
994,#0432FF,N.meningitidis
1118,#0432FF,N.meningitidis
2065,#0432FF,N.meningitidis
2446,#0432FF,N.meningitidis
2355,#0432FF,N.meningitidis
730,#0432FF,N.meningitidis
246,#0432FF,N.meningitidis
2116,#0432FF,N.meningitidis
2338,#0432FF,N.meningitidis
1382,#0432FF,N.meningitidis
1917,#0432FF,N.meningitidis
1920,#0432FF,N.meningitidis
2218,#0432FF,N.meningitidis
2132,#0432FF,N.meningitidis
811,#0432FF,N.meningitidis
1135,#0432FF,N.meningitidis
1963,#0432FF,N.meningitidis
2716,#0432FF,N.meningitidis
2699,#0432FF,N.meningitidis
2072,#0432FF,N.meningitidis
2615,#0432FF,N.meningitidis
519,#00FDFF,N.polysaccharea
692,#00FA00,Multiple
2650,#0432FF,N.meningitidis
1937,#0432FF,N.meningitidis
1340,#0432FF,N.meningitidis
1286,#0432FF,N.meningitidis
2646,#0432FF,N.meningitidis
1586,#0432FF,N.meningitidis
2117,#0432FF,N.meningitidis
130,#0432FF,N.meningitidis
108,#0432FF,N.meningitidis
2812,#0432FF,N.meningitidis
223,#0432FF,N.meningitidis
154,#0432FF,N.meningitidis
2688,#0432FF,N.meningitidis
1124,#0432FF,N.meningitidis
143,#0432FF,N.meningitidis
271,#0432FF,N.meningitidis
878,#0432FF,N.meningitidis
338,#0432FF,N.meningitidis
1263,#0432FF,N.meningitidis
318,#0432FF,N.meningitidis
1320,#0432FF,N.meningitidis
2502,#0432FF,N.meningitidis
163,#0432FF,N.meningitidis
1151,#0432FF,N.meningitidis
1140,#0432FF,N.meningitidis
979,#0432FF,N.meningitidis
984,#0432FF,N.meningitidis
2664,#0432FF,N.meningitidis
59,#0432FF,N.meningitidis
257,#0432FF,N.meningitidis
457,#0432FF,N.meningitidis
153,#0432FF,N.meningitidis
1090,#0432FF,N.meningitidis
1351,#0432FF,N.meningitidis
215,#0432FF,N.meningitidis
146,#0432FF,N.meningitidis
1117,#0432FF,N.meningitidis
210,#0432FF,N.meningitidis
950,#0432FF,N.meningitidis
819,#0432FF,N.meningitidis
1122,#0432FF,N.meningitidis
2445,#0432FF,N.meningitidis
2046,#0432FF,N.meningitidis
207,#0432FF,N.meningitidis
2620,#0432FF,N.meningitidis
1936,#0432FF,N.meningitidis
1262,#0432FF,N.meningitidis
435,#FF9300,N.lactamica
289,#0432FF,N.meningitidis
532,#0432FF,N.meningitidis
2823,#0432FF,N.meningitidis
450,#FF9300,N.lactamica
547,#0432FF,N.meningitidis
228,#0432FF,N.meningitidis
372,#0432FF,N.meningitidis
2468,#0432FF,N.meningitidis
2496,#0432FF,N.meningitidis
2756,#0432FF,N.meningitidis
2603,#0432FF,N.meningitidis
150,#0432FF,N.meningitidis
2824,#0432FF,N.meningitidis
1210,#0432FF,N.meningitidis
2587,#0432FF,N.meningitidis
785,#0432FF,N.meningitidis
2121,#0432FF,N.meningitidis
1147,#0432FF,N.meningitidis
2457,#0432FF,N.meningitidis
201,#0432FF,N.meningitidis
2450,#0432FF,N.meningitidis
587,#0432FF,N.meningitidis
27,#0432FF,N.meningitidis
2453,#0432FF,N.meningitidis
142,#0432FF,N.meningitidis
463,#0432FF,N.meningitidis
2863,#0432FF,N.meningitidis
777,#0432FF,N.meningitidis
1132,#0432FF,N.meningitidis
2143,#0432FF,N.meningitidis
2641,#0432FF,N.meningitidis
2759,#0432FF,N.meningitidis
397,#0432FF,N.meningitidis
247,#0432FF,N.meningitidis
2787,#0432FF,N.meningitidis
452,#FF2600,N.gonorrhoeae
1150,#FF2600,N.gonorrhoeae
1237,#0432FF,N.meningitidis
424,#FF2600,N.gonorrhoeae
352,#FF2600,N.gonorrhoeae
1933,#0432FF,N.meningitidis
1379,#FF2600,N.gonorrhoeae
889,#FF2600,N.gonorrhoeae
1131,#FF2600,N.gonorrhoeae
808,#FF2600,N.gonorrhoeae
951,#FF2600,N.gonorrhoeae
952,#FF2600,N.gonorrhoeae
370,#FF2600,N.gonorrhoeae
1089,#FF2600,N.gonorrhoeae
374,#FF2600,N.gonorrhoeae
2841,#FF2600,N.gonorrhoeae
363,#FF2600,N.gonorrhoeae
847,#FF2600,N.gonorrhoeae
330,#FF2600,N.gonorrhoeae
446,#FF2600,N.gonorrhoeae
426,#FF2600,N.gonorrhoeae
192,#FF2600,N.gonorrhoeae
421,#FF2600,N.gonorrhoeae
425,#FF2600,N.gonorrhoeae
343,#FF2600,N.gonorrhoeae
187,#00FA00,Multiple
358,#FF2600,N.gonorrhoeae
18,#00FA00,Multiple
346,#FF2600,N.gonorrhoeae
380,#FF2600,N.gonorrhoeae
888,#FF2600,N.gonorrhoeae
846,#FF2600,N.gonorrhoeae
873,#FF2600,N.gonorrhoeae
953,#FF2600,N.gonorrhoeae
375,#FF2600,N.gonorrhoeae
1386,#FF2600,N.gonorrhoeae
368,#FF2600,N.gonorrhoeae
377,#FF2600,N.gonorrhoeae
423,#FF2600,N.gonorrhoeae
340,#FF2600,N.gonorrhoeae
348,#FF2600,N.gonorrhoeae
1073,#FF2600,N.gonorrhoeae
876,#FF2600,N.gonorrhoeae
887,#FF2600,N.gonorrhoeae
13,#00FA00,Multiple
188,#FF2600,N.gonorrhoeae
451,#FF2600,N.gonorrhoeae
355,#FF2600,N.gonorrhoeae
362,#FF2600,N.gonorrhoeae
329,#FF2600,N.gonorrhoeae
884,#FF2600,N.gonorrhoeae
1423,#FF2600,N.gonorrhoeae
354,#FF2600,N.gonorrhoeae
877,#FF2600,N.gonorrhoeae
342,#FF2600,N.gonorrhoeae
963,#FF2600,N.gonorrhoeae
881,#FF2600,N.gonorrhoeae
1324,#FF2600,N.gonorrhoeae
886,#FF2600,N.gonorrhoeae
357,#FF2600,N.gonorrhoeae
809,#FF2600,N.gonorrhoeae
1074,#FF2600,N.gonorrhoeae
538,#FF2600,N.gonorrhoeae
190,#FF2600,N.gonorrhoeae
347,#FF2600,N.gonorrhoeae
378,#FF2600,N.gonorrhoeae
16,#FF2600,N.gonorrhoeae
356,#FF2600,N.gonorrhoeae
191,#FF2600,N.gonorrhoeae
365,#FF2600,N.gonorrhoeae
381,#FF2600,N.gonorrhoeae
335,#FF2600,N.gonorrhoeae
875,#FF2600,N.gonorrhoeae
353,#FF2600,N.gonorrhoeae
1924,#0432FF,N.meningitidis
880,#FF2600,N.gonorrhoeae
1481,#FF2600,N.gonorrhoeae
1326,#FF2600,N.gonorrhoeae
1146,#FF2600,N.gonorrhoeae
193,#FF2600,N.gonorrhoeae
1072,#FF2600,N.gonorrhoeae
874,#FF2600,N.gonorrhoeae
369,#FF2600,N.gonorrhoeae
882,#FF2600,N.gonorrhoeae
376,#FF2600,N.gonorrhoeae
334,#FF2600,N.gonorrhoeae
521,#FF2600,N.gonorrhoeae
361,#FF2600,N.gonorrhoeae
379,#FF2600,N.gonorrhoeae
883,#FF2600,N.gonorrhoeae
333,#FF2600,N.gonorrhoeae
19,#FF2600,N.gonorrhoeae
561,#FF2600,N.gonorrhoeae
2415,#0432FF,N.meningitidis
359,#FF2600,N.gonorrhoeae
422,#FF2600,N.gonorrhoeae
351,#FF2600,N.gonorrhoeae
1387,#FF2600,N.gonorrhoeae
12,#00FA00,Multiple
2837,#FF2600,N.gonorrhoeae
1648,#FF2600,N.gonorrhoeae
17,#00FA00,Multiple
885,#FF2600,N.gonorrhoeae
360,#FF2600,N.gonorrhoeae
427,#FF2600,N.gonorrhoeae
189,#FF2600,N.gonorrhoeae
1384,#FF2600,N.gonorrhoeae
1385,#FF2600,N.gonorrhoeae
20,#FF2600,N.gonorrhoeae
364,#FF2600,N.gonorrhoeae
447,#FF2600,N.gonorrhoeae
366,#FF2600,N.gonorrhoeae
371,#FF2600,N.gonorrhoeae
891,#FF2600,N.gonorrhoeae
1424,#FF2600,N.gonorrhoeae
436,#FF2600,N.gonorrhoeae
15,#00FA00,Multiple
2682,#0432FF,N.meningitidis
2835,#0432FF,N.meningitidis
2129,#0432FF,N.meningitidis
2001,#0432FF,N.meningitidis
473,#FF9300,N.lactamica
872,#0432FF,N.meningitidis
983,#0432FF,N.meningitidis
230,#FF9300,N.lactamica
1228,#0432FF,N.meningitidis
1425,#0432FF,N.meningitidis
868,#00FA00,Multiple
690,#FF9300,N.lactamica
551,#00FA00,Multiple
1550,#FF9300,N.lactamica
1173,#FF9300,N.lactamica
1673,#FF40FF,N.cinerea
806,#647D51,N.maigaei
1189,#FF9300,N.lactamica
2736,#0432FF,N.meningitidis
73,#FFFC00,N.bergeri
934,#FF9300,N.lactamica
1354,#0432FF,N.meningitidis
770,#FF9300,N.lactamica
1352,#0432FF,N.meningitidis
707,#00FDFF,N.polysaccharea
856,#00FDFF,N.polysaccharea
1322,#0432FF,N.meningitidis
1953,#0432FF,N.meningitidis
1353,#0432FF,N.meningitidis
1915,#0432FF,N.meningitidis
1566,#0432FF,N.meningitidis
71,#008200,N.blantyrii
2747,#0432FF,N.meningitidis
750,#FF9300,N.lactamica
920,#FF9300,N.lactamica
2857,#00FDFF,N.polysaccharea
2537,#0432FF,N.meningitidis
831,#FF9300,N.lactamica
1093,#0432FF,N.meningitidis
1251,#0432FF,N.meningitidis
448,#FF2600,N.gonorrhoeae
788,#0432FF,N.meningitidis
1572,#FF9300,N.lactamica
624,#00FA00,Multiple
2529,#0432FF,N.meningitidis
92,#00FDFF,N.polysaccharea
900,#FF9300,N.lactamica
1993,#0432FF,N.meningitidis
2735,#0432FF,N.meningitidis
918,#FF9300,N.lactamica
1152,#0432FF,N.meningitidis
708,#00FDFF,N.polysaccharea
960,#FF9300,N.lactamica
919,#FF9300,N.lactamica
1458,#FF9300,N.lactamica
1282,#0432FF,N.meningitidis
830,#FF9300,N.lactamica
311,#FF9300,N.lactamica
98,#00FA00,Multiple
1236,#FF9300,N.lactamica
568,#FF40FF,N.cinerea
723,#FF9300,N.lactamica
1350,#0432FF,N.meningitidis
1244,#0432FF,N.meningitidis
1627,#FF9300,N.lactamica
1202,#FF9300,N.lactamica
576,#FF40FF,N.cinerea
1883,#00FA00,Multiple
1358,#0432FF,N.meningitidis
407,#0432FF,N.meningitidis
1206,#FF9300,N.lactamica
1480,#FF9300,N.lactamica
1266,#00FA00,Multiple
125,#FF9300,N.lactamica
925,#FF9300,N.lactamica
1901,#FF9300,N.lactamica
2199,#FF9300,N.lactamica
727,#FF9300,N.lactamica
904,#FF9300,N.lactamica
543,#00FA00,Multiple
453,#FF2600,N.gonorrhoeae
922,#FF9300,N.lactamica
1380,#FF2600,N.gonorrhoeae
508,#FF40FF,N.cinerea
1422,#FF2600,N.gonorrhoeae
182,#00FA00,Multiple
1902,#FF2600,N.gonorrhoeae
1581,#FF9300,N.lactamica
740,#00FDFF,N.polysaccharea
646,#FF9300,N.lactamica
1303,#FF9300,N.lactamica
2320,#FF9300,N.lactamica
1243,#0432FF,N.meningitidis
823,#FF9300,N.lactamica
720,#FF9300,N.lactamica
933,#00FA00,Multiple
1175,#FF9300,N.lactamica
1547,#FF9300,N.lactamica
76,#FFFC00,N.bergeri
46,#FFFC00,N.bergeri
807,#FFFC00,N.bergeri
493,#0432FF,N.meningitidis
783,#FF9300,N.lactamica
591,#FF9300,N.lactamica
1178,#FF9300,N.lactamica
839,#FF9300,N.lactamica
1184,#FF9300,N.lactamica
2308,#FF9300,N.lactamica
5,#FF9300,N.lactamica
947,#FF9300,N.lactamica
2208,#FF9300,N.lactamica
77,#9E6694,N.viridiae
1153,#FF9300,N.lactamica
721,#FF9300,N.lactamica
715,#FF9300,N.lactamica
78,#00FDFF,N.polysaccharea
45,#00FA00,Multiple
738,#00FDFF,N.polysaccharea
1158,#FF9300,N.lactamica
120,#FF9300,N.lactamica
767,#FF9300,N.lactamica
818,#00FDFF,N.polysaccharea
1142,#0432FF,N.meningitidis
75,#00FDFF,N.polysaccharea
1472,#FF9300,N.lactamica
1186,#FF9300,N.lactamica
965,#FF9300,N.lactamica
124,#00FA00,Multiple
913,#FF9300,N.lactamica
1441,#FF9300,N.lactamica
1577,#FF9300,N.lactamica
1573,#FF9300,N.lactamica
941,#FF9300,N.lactamica
1467,#FF9300,N.lactamica
620,#FF9300,N.lactamica
83,#FF9300,N.lactamica
2313,#FF9300,N.lactamica
774,#FF9300,N.lactamica
74,#AB7942,N.benedictiae
2212,#FF9300,N.lactamica
2604,#0432FF,N.meningitidis
1170,#FF9300,N.lactamica
1159,#FF9300,N.lactamica
1198,#FF9300,N.lactamica
824,#FF9300,N.lactamica
1568,#0432FF,N.meningitidis
1196,#FF9300,N.lactamica
541,#00FDFF,N.polysaccharea
2487,#0432FF,N.meningitidis
2197,#FF9300,N.lactamica
759,#FF9300,N.lactamica
265,#0432FF,N.meningitidis
2592,#0432FF,N.meningitidis
2562,#0432FF,N.meningitidis
1209,#FF9300,N.lactamica
428,#00FDFF,N.polysaccharea
1443,#FF9300,N.lactamica
760,#FF9300,N.lactamica
1323,#0432FF,N.meningitidis
1113,#FF9300,N.lactamica
987,#0432FF,N.meningitidis
718,#FF9300,N.lactamica
1245,#0432FF,N.meningitidis
367,#FF2600,N.gonorrhoeae
949,#0432FF,N.meningitidis
844,#FF9300,N.lactamica
599,#00FA00,Multiple
1579,#FF9300,N.lactamica
1269,#FF9300,N.lactamica
1462,#FF9300,N.lactamica
97,#00FA00,Multiple
737,#0432FF,N.meningitidis
1880,#0432FF,N.meningitidis
581,#00FDFF,N.polysaccharea
1232,#FF9300,N.lactamica
1166,#FF9300,N.lactamica
1448,#FF9300,N.lactamica
956,#FF9300,N.lactamica
1569,#0432FF,N.meningitidis
2207,#FF9300,N.lactamica
978,#00FA00,Multiple
544,#0432FF,N.meningitidis
973,#00FA00,Multiple
1115,#0432FF,N.meningitidis
1370,#00FDFF,N.polysaccharea
1908,#0432FF,N.meningitidis
1154,#0432FF,N.meningitidis
1201,#FF9300,N.lactamica
1183,#FF9300,N.lactamica
741,#FF9300,N.lactamica
1233,#FF9300,N.lactamica
1169,#FF9300,N.lactamica
866,#FFFC00,N.bergeri
1378,#FF9300,N.lactamica
1343,#0432FF,N.meningitidis
1574,#FF9300,N.lactamica
909,#FF9300,N.lactamica
716,#FF9300,N.lactamica
1452,#FF9300,N.lactamica
1281,#FF9300,N.lactamica
745,#FF9300,N.lactamica
1171,#FF9300,N.lactamica
1896,#FF9300,N.lactamica
1314,#0432FF,N.meningitidis
1211,#FF9300,N.lactamica
6,#00FA00,Multiple
742,#FF9300,N.lactamica
1312,#0432FF,N.meningitidis
863,#942092,N.basseii
901,#FF9300,N.lactamica
1126,#0432FF,N.meningitidis
2721,#0432FF,N.meningitidis
1337,#0432FF,N.meningitidis
1114,#0432FF,N.meningitidis
1197,#FF9300,N.lactamica
833,#FF9300,N.lactamica
570,#0432FF,N.meningitidis
921,#FF9300,N.lactamica
402,#0432FF,N.meningitidis
1193,#FF9300,N.lactamica
601,#FF9300,N.lactamica
1306,#FF9300,N.lactamica
1182,#FF9300,N.lactamica
259,#0432FF,N.meningitidis
1205,#FF9300,N.lactamica
966,#FF9300,N.lactamica
1144,#0432FF,N.meningitidis
1111,#0432FF,N.meningitidis
603,#FF9300,N.lactamica
943,#FF9300,N.lactamica
1348,#0432FF,N.meningitidis
761,#FF9300,N.lactamica
608,#FF9300,N.lactamica
1190,#FF9300,N.lactamica
1276,#FF9300,N.lactamica
1298,#FF9300,N.lactamica
895,#0432FF,N.meningitidis
2833,#0432FF,N.meningitidis
250,#0432FF,N.meningitidis
1388,#0432FF,N.meningitidis
1349,#0432FF,N.meningitidis
907,#FF9300,N.lactamica
912,#FF9300,N.lactamica
1450,#FF9300,N.lactamica
1372,#FF40FF,N.cinerea
1284,#00FDFF,N.polysaccharea
946,#FF9300,N.lactamica
928,#FF9300,N.lactamica
1277,#FF9300,N.lactamica
842,#FF9300,N.lactamica
970,#0432FF,N.meningitidis
1134,#0432FF,N.meningitidis
178,#0432FF,N.meningitidis
465,#0432FF,N.meningitidis
596,#FF9300,N.lactamica
1267,#FF9300,N.lactamica
1469,#FF9300,N.lactamica
927,#FF9300,N.lactamica
439,#FF9300,N.lactamica
1347,#0432FF,N.meningitidis
1662,#00FDFF,N.polysaccharea
1342,#0432FF,N.meningitidis
1240,#0432FF,N.meningitidis
1123,#0432FF,N.meningitidis
935,#FF9300,N.lactamica
1461,#FF9300,N.lactamica
1283,#FF9300,N.lactamica
1121,#0432FF,N.meningitidis
1160,#FF9300,N.lactamica
1179,#FF9300,N.lactamica
763,#FF9300,N.lactamica
1575,#FF9300,N.lactamica
917,#0432FF,N.meningitidis
1583,#0432FF,N.meningitidis
1338,#0432FF,N.meningitidis
944,#FF9300,N.lactamica
816,#0432FF,N.meningitidis
1892,#FF9300,N.lactamica
717,#FF9300,N.lactamica
1136,#0432FF,N.meningitidis
1213,#FF9300,N.lactamica
655,#FF9300,N.lactamica
597,#FF9300,N.lactamica
896,#FF9300,N.lactamica
598,#FF9300,N.lactamica
898,#FF9300,N.lactamica
1165,#FF9300,N.lactamica
955,#FF9300,N.lactamica
582,#FF9300,N.lactamica
1185,#FF9300,N.lactamica
616,#FF9300,N.lactamica
2209,#FF9300,N.lactamica
910,#FF9300,N.lactamica
1275,#FF9300,N.lactamica
37,#00FA00,Multiple
1148,#0432FF,N.meningitidis
588,#FF9300,N.lactamica
782,#FF9300,N.lactamica
1161,#FF9300,N.lactamica
186,#FF9300,N.lactamica
604,#00FA00,Multiple
1544,#0432FF,N.meningitidis
1208,#FF9300,N.lactamica
936,#FF9300,N.lactamica
1893,#FF9300,N.lactamica
2211,#0432FF,N.meningitidis
1157,#FF9300,N.lactamica
586,#FF9300,N.lactamica
2301,#FF9300,N.lactamica
2198,#FF9300,N.lactamica
841,#FF9300,N.lactamica
231,#FF9300,N.lactamica
1235,#FF9300,N.lactamica
905,#FF9300,N.lactamica
445,#FF9300,N.lactamica
1571,#FF9300,N.lactamica
1900,#FF9300,N.lactamica
1268,#FF9300,N.lactamica
698,#FF9300,N.lactamica
899,#FF9300,N.lactamica
915,#FF9300,N.lactamica
1447,#FF9300,N.lactamica
1187,#FF9300,N.lactamica
747,#FF9300,N.lactamica
1313,#00FDFF,N.polysaccharea
1125,#FF9300,N.lactamica
2215,#FF9300,N.lactamica
1293,#FF9300,N.lactamica
1176,#00FDFF,N.polysaccharea
1194,#FF9300,N.lactamica
1227,#0432FF,N.meningitidis
1116,#0432FF,N.meningitidis
813,#FF9300,N.lactamica
1181,#FF9300,N.lactamica
2302,#FF9300,N.lactamica
1295,#FF9300,N.lactamica
768,#FF9300,N.lactamica
864,#FF9300,N.lactamica
893,#FFFC00,N.bergeri
2311,#FF9300,N.lactamica
64,#0432FF,N.meningitidis
926,#FF9300,N.lactamica
736,#FF9300,N.lactamica
1466,#FF9300,N.lactamica
962,#FF9300,N.lactamica
838,#FF9300,N.lactamica
1294,#FF9300,N.lactamica
1580,#FF9300,N.lactamica
858,#FF9300,N.lactamica
929,#FF9300,N.lactamica
1464,#FF9300,N.lactamica
621,#FF9300,N.lactamica
1163,#FF9300,N.lactamica
1307,#FF9300,N.lactamica
327,#0432FF,N.meningitidis
2210,#FF9300,N.lactamica
932,#FF9300,N.lactamica
607,#FF9300,N.lactamica
835,#FF9300,N.lactamica
903,#FF9300,N.lactamica
1207,#FF9300,N.lactamica
308,#FF9300,N.lactamica
2316,#FF9300,N.lactamica
748,#FF9300,N.lactamica
1440,#FF9300,N.lactamica
914,#FF9300,N.lactamica
1304,#FF9300,N.lactamica
1891,#FF9300,N.lactamica
1278,#FF9300,N.lactamica
442,#FF9300,N.lactamica
1465,#FF9300,N.lactamica
1468,#FF9300,N.lactamica
1242,#0432FF,N.meningitidis
2319,#FF9300,N.lactamica
942,#FF9300,N.lactamica
719,#FF9300,N.lactamica
746,#FF9300,N.lactamica
776,#FF9300,N.lactamica
1478,#FF9300,N.lactamica
1672,#0432FF,N.meningitidis
557,#0432FF,N.meningitidis
2580,#0432FF,N.meningitidis
1545,#FF9300,N.lactamica
1191,#0432FF,N.meningitidis
772,#FF9300,N.lactamica
757,#FF9300,N.lactamica
1241,#0432FF,N.meningitidis
724,#FF9300,N.lactamica
1339,#0432FF,N.meningitidis
623,#FF9300,N.lactamica
1138,#FF9300,N.lactamica
1453,#FF9300,N.lactamica
2097,#0432FF,N.meningitidis
579,#FF40FF,N.cinerea
1156,#FF9300,N.lactamica
571,#FF9300,N.lactamica
1180,#FF9300,N.lactamica
279,#00FA00,Multiple
2840,#0432FF,N.meningitidis
1563,#00FDFF,N.polysaccharea
2312,#FF9300,N.lactamica
1162,#00FA00,Multiple
549,#0432FF,N.meningitidis
812,#00FDFF,N.polysaccharea
1483,#FF9300,N.lactamica
1177,#FF9300,N.lactamica
1584,#0432FF,N.meningitidis
1199,#FF9300,N.lactamica
1329,#FF9300,N.lactamica
945,#FF9300,N.lactamica
1439,#FF9300,N.lactamica
611,#FF9300,N.lactamica
726,#00FA00,Multiple
564,#FF40FF,N.cinerea
2743,#0432FF,N.meningitidis
1476,#FF9300,N.lactamica
1895,#FF9300,N.lactamica
1444,#FF9300,N.lactamica
1264,#FF9300,N.lactamica
1249,#FF9300,N.lactamica
619,#FF9300,N.lactamica
1451,#FF9300,N.lactamica
1172,#FF9300,N.lactamica
610,#FF9300,N.lactamica
113,#00FA00,Multiple
595,#FF9300,N.lactamica
967,#FF9300,N.lactamica
1100,#FF9300,N.lactamica
1234,#0432FF,N.meningitidis
1520,#FF9300,N.lactamica
902,#FF9300,N.lactamica
837,#FF9300,N.lactamica
1239,#00FA00,Multiple
773,#FF9300,N.lactamica
1203,#FF9300,N.lactamica
626,#FF9300,N.lactamica
930,#FF9300,N.lactamica
940,#FF9300,N.lactamica
1273,#FF9300,N.lactamica
1296,#FF9300,N.lactamica
440,#FF9300,N.lactamica
725,#FF9300,N.lactamica
959,#FF9300,N.lactamica
121,#FF9300,N.lactamica
840,#FF9300,N.lactamica
629,#0432FF,N.meningitidis
1457,#FF9300,N.lactamica
758,#FF9300,N.lactamica
828,#FF9300,N.lactamica
123,#FF9300,N.lactamica
908,#FF9300,N.lactamica
1438,#0432FF,N.meningitidis
676,#00FA00,Multiple
1308,#FF9300,N.lactamica
1479,#FF9300,N.lactamica
957,#FF9300,N.lactamica
832,#FF9300,N.lactamica
924,#FF9300,N.lactamica
594,#FF9300,N.lactamica
1272,#FF9300,N.lactamica
1471,#FF9300,N.lactamica
122,#FF9300,N.lactamica
937,#FF9300,N.lactamica
441,#FF9300,N.lactamica
923,#FF9300,N.lactamica
1473,#FF9300,N.lactamica
444,#00FA00,Multiple
